id,gender,masterCategory,subCategory,articleType,baseColour,year,usage,productDisplayName
45779,Women,Apparel,Topwear,Tops,Black,2012,Casual,Remanika Women Black Top
45781,Women,Apparel,Topwear,Tops,Black,2012,Casual,Remanika Women Black and White Top
45941,Women,Apparel,Topwear,Tops,Black,2012,Casual,Mumbai Slang Women Black Top
45942,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Mumbai Slang Women Pink Top
45943,Women,Apparel,Topwear,Tops,Green,2012,Casual,Mumbai Slang Women Green Top
45947,Women,Apparel,Topwear,Tops,Blue,2012,Casual,Tokyo Talkies Women Blue Top
45949,Women,Apparel,Topwear,Tops,White,2012,Casual,Tokyo Talkies Women White Top
45954,Women,Apparel,Topwear,Tops,Yellow,2012,Casual,Tokyo Talkies Women Yellow Top
45955,Women,Apparel,Topwear,Tops,Blue,2012,Casual,Tokyo Talkies Women Blue Top
45959,Women,Apparel,Topwear,Tops,Black,2012,Casual,Tokyo Talkies Women Black Top
45962,Women,Apparel,Topwear,Tops,Yellow,2012,Casual,Tokyo Talkies Women Yellow Printed Top
45963,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Tokyo Talkies Women Light Pink Printed Top
45965,Women,Apparel,Topwear,Tops,Grey Melange,2012,Casual,Tokyo Talkies Women Grey Melange Printed Top
45969,Women,Apparel,Topwear,Tops,Grey Melange,2012,Casual,Tokyo Talkies Women Grey Melange Printed Top
45970,Women,Apparel,Topwear,Tops,Grey Melange,2012,Casual,Tokyo Talkies Women Grey Melange Printed Top
45972,Women,Apparel,Topwear,Tops,Red,2012,Casual,Tokyo Talkies Women Red Printed Top
45973,Women,Apparel,Topwear,Tops,Turquoise Blue,2012,Casual,Tokyo Talkies Women Turquoise Blue Printed Top
45976,Women,Apparel,Topwear,Tops,Grey Melange,2012,Casual,Tokyo Talkies Women Grey Melange Printed Top
45977,Women,Apparel,Topwear,Tops,Yellow,2012,Casual,Tokyo Talkies Women Yellow Printed Top
45979,Women,Apparel,Topwear,Tops,Peach,2012,Casual,Tokyo Talkies Women Peach Printed Top
45980,Women,Apparel,Topwear,Tops,Blue,2012,Casual,Tokyo Talkies Women Blue Printed Top
45981,Women,Apparel,Topwear,Tops,Grey Melange,2012,Casual,Tokyo Talkies Women Grey Melange Printed Top
45982,Women,Apparel,Topwear,Tops,Blue,2012,Casual,Tokyo Talkies Women Blue Top
45983,Women,Apparel,Topwear,Tops,Blue,2012,Casual,Tokyo Talkies Women Blue Printed Top
46248,Women,Apparel,Topwear,Tops,Teal,2012,Casual,Fusion Beats Women Teal Top
46256,Women,Apparel,Topwear,Tops,Black,2012,Casual,Fusion Beats Women Black Top
46258,Women,Apparel,Topwear,Tops,Cream,2012,Casual,Fusion Beats Women Cream Top
46262,Women,Apparel,Topwear,Tops,Beige,2012,Casual,109F Women Beige Embroidered Top
46267,Women,Apparel,Topwear,Tops,Grey,2012,Casual,109F Women Grey Top
46268,Women,Apparel,Topwear,Tops,Pink,2012,Casual,109F Women Pink Top
46269,Women,Apparel,Topwear,Tops,Blue,2012,Casual,109F Women Blue Top
46270,Women,Apparel,Topwear,Tops,Purple,2012,Casual,109F Women Purple Layered Top
46274,Women,Apparel,Topwear,Tops,Multi,2012,Casual,109F Women Multicoloured Printed Top
46276,Women,Apparel,Topwear,Tops,Cream,2012,Casual,109F Women Cream Printed Top
46284,Women,Apparel,Topwear,Tops,Black,2012,Casual,109F Women Black & White Top
47654,Women,Apparel,Topwear,Tops,Grey,2012,Casual,Femella Women Grey Snake Printed Top
47673,Women,Apparel,Topwear,Tops,Black,2012,Casual,Femella Women Black Animal Print Top
47678,Women,Apparel,Topwear,Tops,Black,2012,Casual,Femella Women Black Leopard Print Top
48088,Women,Apparel,Topwear,Tops,Black,2012,Casual,French Connection Women Black Top
48089,Women,Apparel,Topwear,Tops,Burgundy,2012,Casual,French Connection Women Burgundy Top
48090,Women,Apparel,Topwear,Tops,Olive,2012,Casual,French Connection Women Olive Top
48092,Women,Apparel,Topwear,Tops,Rust,2012,Casual,French Connection Women Rust Top
48094,Women,Apparel,Topwear,Tops,Purple,2012,Casual,French Connection Women Violet Top
48095,Women,Apparel,Topwear,Tops,White,2012,Casual,French Connection Women White Top
48100,Women,Apparel,Topwear,Tops,Rust,2012,Casual,French Connection Women Rust Top
48101,Women,Apparel,Topwear,Tops,Grey,2012,Casual,French Connection Women Grey Top
48102,Women,Apparel,Topwear,Tops,Red,2012,Casual,French Connection Women Red Striped Top
48103,Women,Apparel,Topwear,Tops,White,2012,Casual,French Connection Women White Printed Top
48104,Women,Apparel,Topwear,Tops,White,2012,Casual,French Connection Women White Top
48107,Women,Apparel,Topwear,Tops,Blue,2012,Casual,French Connection Women Blue Top
48108,Women,Apparel,Topwear,Tops,Blue,2012,Casual,French Connection Women Blue Top
48109,Women,Apparel,Topwear,Tops,Navy Blue,2012,Casual,French Connection Women Multicoloured Striped Top
48487,Women,Apparel,Topwear,Tops,White,2012,Casual,French Connection Women White Top
48488,Women,Apparel,Topwear,Tops,Black,2012,Casual,French Connection Women Black Top
48489,Women,Apparel,Topwear,Tops,Peach,2012,Casual,French Connection Women Peach Top
48501,Women,Apparel,Topwear,Tops,Off White,2012,Casual,French Connection Women Off White Top
48502,Women,Apparel,Topwear,Tops,Black,2012,Casual,French Connection Women Black Top
48503,Women,Apparel,Topwear,Tops,Cream,2012,Casual,French Connection Women Cream Top
48504,Women,Apparel,Topwear,Tops,Blue,2012,Casual,French Connection Women Blue Top
48505,Women,Apparel,Topwear,Tops,Cream,2012,Casual,French Connection Women Cream Top
48506,Women,Apparel,Topwear,Tops,White,2012,Casual,French Connection Women White Top
48507,Women,Apparel,Topwear,Tops,Black,2012,Casual,French Connection Women Black Top
48508,Women,Apparel,Topwear,Tops,Navy Blue,2012,Casual,French Connection Women Navy Blue & Cream Striped Top
48509,Women,Apparel,Topwear,Tops,Pink,2012,Casual,French Connection Women Mauve & Cream Striped Top
48510,Women,Apparel,Topwear,Tops,Beige,2012,Casual,French Connection Women Beige & Blue Striped Top
48511,Women,Apparel,Topwear,Tops,Black,2012,Casual,French Connection Women Black Top
48512,Women,Apparel,Topwear,Tops,Grey,2012,Casual,French Connection Women Grey Top
48513,Women,Apparel,Topwear,Tops,Black,2012,Casual,French Connection Women Black Top
48514,Women,Apparel,Topwear,Tops,Grey,2012,Casual,French Connection Women Grey Top
48515,Women,Apparel,Topwear,Tops,Orange,2012,Casual,French Connection Women Coral Top
48516,Women,Apparel,Topwear,Tops,Pink,2012,Casual,French Connection Women Pink Top
48517,Women,Apparel,Topwear,Tops,Brown,2012,Casual,French Connection Women Brown & Blue Striped Top
48518,Women,Apparel,Topwear,Tops,Maroon,2012,Casual,French Connection Women Maroon Top
48519,Women,Apparel,Topwear,Tops,Blue,2012,Casual,French Connection Women Blue Top
48520,Women,Apparel,Topwear,Tops,Red,2012,Casual,French Connection Women Red Top
48521,Women,Apparel,Topwear,Tops,Black,2012,Casual,French Connection Women Black  Printed Top
49629,Women,Apparel,Topwear,Tops,White,2012,Casual,Mineral Women White Top
49637,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Mineral Women Dark Pink Top
49638,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Mineral Women Pink Top
49639,Women,Apparel,Topwear,Tops,Green,2012,Casual,Mineral Women Lime Green Top
49640,Women,Apparel,Topwear,Tops,Turquoise Blue,2012,Casual,Mineral Women Turquoise Blue Top
49641,Women,Apparel,Topwear,Tops,White,2012,Casual,Mineral Women White Top
49650,Women,Apparel,Topwear,Tops,Yellow,2012,Casual,Mineral Women Yellow Top
49651,Women,Apparel,Topwear,Tops,Red,2012,Casual,Mineral Women Red Top
49652,Women,Apparel,Topwear,Tops,Blue,2012,Casual,Mineral Women Blue Top
49653,Women,Apparel,Topwear,Tops,Green,2012,Casual,Mineral Women Green Top
49657,Women,Apparel,Topwear,Tops,Brown,2012,Casual,Mineral Women Brown Top
49659,Women,Apparel,Topwear,Tops,Green,2012,Casual,Mineral Women Green Top
49660,Women,Apparel,Topwear,Tops,Green,2012,Casual,Mineral Women Green Top
50701,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Latin Quarters Women Pink Top
50702,Women,Apparel,Topwear,Tops,Orange,2012,Casual,Latin Quarters Women Orange Top
50703,Women,Apparel,Topwear,Tops,Red,2012,Casual,Latin Quarters Women Red & Black Top
50705,Women,Apparel,Topwear,Tops,Cream,2012,Casual,Latin Quarters Women Cream Printed Top
50708,Women,Apparel,Topwear,Tops,Yellow,2012,Casual,Latin Quarters Women Yellow Striped Top
50710,Women,Apparel,Topwear,Tops,Black,2012,Casual,Latin Quarters Women Black Top
51436,Women,Apparel,Topwear,Tops,White,2012,Casual,Myntra Women White & Pink Top
51437,Women,Apparel,Topwear,Tops,Peach,2012,Casual,Myntra Women Multi Coloured Printed Top
51438,Women,Apparel,Topwear,Tops,Off White,2012,Casual,Myntra Women Printed White Top
51439,Women,Apparel,Topwear,Tops,Grey,2012,Casual,Myntra Women Grey Top
51440,Women,Apparel,Topwear,Tops,Cream,2012,Casual,Myntra Women Blue Printed Top
51442,Women,Apparel,Topwear,Tops,White,2012,Casual,Myntra Women White Top
51446,Women,Apparel,Topwear,Tops,Cream,2012,Casual,Tonga Women Cream-Coloured Top
51449,Women,Apparel,Topwear,Tops,Yellow,2012,Casual,Tonga Women Yellow Top
51452,Women,Apparel,Topwear,Tops,White,2012,Casual,Tonga Women White & Pink Top
51453,Women,Apparel,Topwear,Tops,Multi,2012,Casual,Tonga Women Multicoloured Top
51454,Women,Apparel,Topwear,Tops,Multi,2012,Casual,Tonga Women Multicoloured Top
51456,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Tonga Women Pink & White Top
51458,Women,Apparel,Topwear,Tops,Black,2012,Casual,Tonga Women Black Top
51459,Women,Apparel,Topwear,Tops,White,2012,Casual,Tonga Women White Top
51460,Women,Apparel,Topwear,Tops,White,2012,Casual,Tonga Women White & Black Top
51461,Women,Apparel,Topwear,Tops,Grey,2012,Casual,Tonga Women Grey & Black Top
51462,Women,Apparel,Topwear,Tops,Brown,2012,Casual,Tonga Women Brown Top
51463,Women,Apparel,Topwear,Tops,Black,2012,Casual,Tonga Women Black Top
51464,Women,Apparel,Topwear,Tops,Olive,2012,Casual,Tonga Women Olive Top
52093,Women,Apparel,Topwear,Tops,White,2012,Casual,Myntra Women White Top
52094,Women,Apparel,Topwear,Tops,Yellow,2012,Casual,Myntra Women Yellow Top
52095,Women,Apparel,Topwear,Tops,Grey Melange,2012,Casual,Myntra Women Grey Melange Top
52096,Women,Apparel,Topwear,Tops,Orange,2012,Casual,Myntra Women Orange Top
52097,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Myntra Women Pink Top
52098,Women,Apparel,Topwear,Tops,Green,2012,Casual,Myntra Women Green Top
52114,Women,Apparel,Topwear,Tops,Off White,2012,Casual,Myntra Women Off White Printed Top
52115,Women,Apparel,Topwear,Tops,Blue,2012,Casual,Myntra Women Blue and Yellow Printed Top
52116,Women,Apparel,Topwear,Tops,White,2012,Casual,Myntra Women White Printed Top
52117,Women,Apparel,Topwear,Tops,Blue,2012,Casual,Myntra Women Blue Printed Top
52118,Women,Apparel,Topwear,Tops,White,2012,Casual,Myntra Women Multi Coloured Printed Top
52119,Women,Apparel,Topwear,Tops,Navy Blue,2012,Casual,Myntra Women Navy Blue Printed Top
52153,Women,Apparel,Topwear,Tops,Sea Green,2012,Casual,Femella Women Green Top
52154,Women,Apparel,Topwear,Tops,Cream,2012,Casual,Femella Women Cream Top
52156,Women,Apparel,Topwear,Tops,Black,2012,Casual,Femella Women Black Summer Cape Top
52157,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Femella Women Pink Summer Cape Top
52158,Women,Apparel,Topwear,Tops,Off White,2012,Casual,Femella Women Off White Summer Cape Top
52159,Women,Apparel,Topwear,Tops,Maroon,2012,Casual,Femella Women Maroon Summer Cape Top
52160,Women,Apparel,Topwear,Tops,Multi,2012,Casual,Femella Women Multicolour Open Back Top
52163,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Femella Women Pink Top
52164,Women,Apparel,Topwear,Tops,Purple,2012,Casual,Femella Women Purple Top
53779,Women,Apparel,Topwear,Tops,Black,2012,Casual,Puma Women Black T-shirt
54084,Women,Apparel,Topwear,Tops,Blue,2012,Casual,Mumbai Slang Women Blue Top
54087,Women,Apparel,Topwear,Tops,Blue,2012,Ethnic,Mumbai Slang Women Blue Top
54088,Women,Apparel,Topwear,Tops,Beige,2012,Casual,Mumbai Slang Women Beige Top
54089,Women,Apparel,Topwear,Tops,Purple,2012,Casual,Mumbai Slang Women Purple Top
54146,Women,Apparel,Topwear,Tops,Black,2012,Casual,Femella Women Black Top
54338,Women,Apparel,Topwear,Tops,Blue,2012,Casual,Femella Women Blue Top
54890,Women,Apparel,Topwear,Tops,Green,2012,Casual,Do u speak green Women Green Top
54891,Women,Apparel,Topwear,Tops,Beige,2012,Casual,Do u speak green Women Beige Top
54899,Women,Apparel,Topwear,Tops,Yellow,2012,Casual,Do u speak green Women Yellow Top
54941,Women,Apparel,Topwear,Tops,Teal,2012,Casual,Do u speak green Women Teal Top
54986,Women,Apparel,Topwear,Tops,Grey,2012,Casual,Femella Women Grey Top
54987,Women,Apparel,Topwear,Tops,Black,2012,Casual,Femella Women Black Top
54988,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Femella Women Pink Top
54991,Women,Apparel,Topwear,Tops,Peach,2012,Casual,Femella Women Peach Kaftan Top
56651,Women,Apparel,Topwear,Tops,Beige,2012,Casual,Mumbai Slang Women Beige Top
57028,Women,Apparel,Topwear,Tops,Red,2012,Casual,Forever New Women Red Top
57029,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Forever New Women Pink Top
57030,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Forever New Women Pink Top
57031,Women,Apparel,Topwear,Tops,Brown,2012,Casual,Forever New Women Printed Top
57032,Women,Apparel,Topwear,Tops,Black,2012,Casual,Forever New Women Black Top
57065,Women,Apparel,Topwear,Tops,Grey,2012,Casual,Elle Women Grey Vintage Top
57100,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Elle Women Dark Pink Top
57101,Women,Apparel,Topwear,Tops,Cream,2012,Casual,Elle Women Cream Top
57102,Women,Apparel,Topwear,Tops,White,2012,Casual,Elle Women White EssentialsTop
57103,Women,Apparel,Topwear,Tops,Blue,2012,Casual,Elle Women Blue Top
57104,Women,Apparel,Topwear,Tops,Red,2012,Casual,Elle Women Red Top
57105,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Elle Pink Essentials Top
57106,Women,Apparel,Topwear,Tops,White,2012,Casual,Elle Women White Top
57107,Women,Apparel,Topwear,Tops,Olive,2012,Casual,Elle Women Green Essentials Top
57108,Women,Apparel,Topwear,Tops,White,2012,Casual,Elle Women White Top
57111,Women,Apparel,Topwear,Tops,Blue,2012,Casual,Elle Women Blue Top
57112,Women,Apparel,Topwear,Tops,Green,2012,Casual,Elle Women Green Color Clash Top
57114,Women,Apparel,Topwear,Tops,Lavender,2012,Casual,Elle Women  Lavender Top
57115,Women,Apparel,Topwear,Tops,Magenta,2012,Casual,Elle Magenta Colour Clash Top
57116,Women,Apparel,Topwear,Tops,White,2012,Formal,Elle Women White Semiformal Top
57117,Women,Apparel,Topwear,Tops,White,2012,Casual,Elle Women White Vintage Top
57118,Women,Apparel,Topwear,Tops,Peach,2012,Casual,Elle Women Light Peach Top
57119,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Elle Women Printed Pink Top
57120,Women,Apparel,Topwear,Tops,Peach,2012,Casual,Elle Women Peach Vintage Top
57121,Women,Apparel,Topwear,Tops,White,2012,Casual,Elle Women White Top
57122,Women,Apparel,Topwear,Tops,White,2012,Casual,Elle Women White Tops
57123,Women,Apparel,Topwear,Tops,Red,2012,Casual,Elle Women Red Top
57124,Women,Apparel,Topwear,Tops,Black,2012,Casual,Elle Women Black Top
57125,Women,Apparel,Topwear,Tops,Black,2012,Casual,Elle Women Black Top
57126,Women,Apparel,Topwear,Tops,Red,2012,Casual,Elle Women Printed Red Top
57127,Women,Apparel,Topwear,Tops,White,2012,Casual,Elle Women Printed White Top
57129,Women,Apparel,Topwear,Tops,Red,2012,Casual,Elle Women Red Top
57130,Women,Apparel,Topwear,Tops,White,2012,Casual,Elle Women Printed White Top
57131,Women,Apparel,Topwear,Tops,Teal,2012,Casual,Elle Women Teal Top
57132,Women,Apparel,Topwear,Tops,Multi,2012,Casual,Elle Women Multi Coloured Top
57133,Women,Apparel,Topwear,Tops,Multi,2012,Casual,Elle Women Multi Coloured Top
57134,Women,Apparel,Topwear,Tops,White,2012,Casual,Elle Women Printed White Top
57135,Women,Apparel,Topwear,Tops,Green,2012,Casual,Elle Women Olive Green Top
57142,Women,Apparel,Topwear,Tops,Peach,2012,Casual,Elle Women Peach Top
57144,Women,Apparel,Topwear,Tops,Black,2012,Casual,Elle Women Black Tank Top
57145,Women,Apparel,Topwear,Tops,Grey Melange,2012,Casual,Elle Women Grey Melange Tank Top
57146,Women,Apparel,Topwear,Tops,Magenta,2012,Casual,Elle Women Magenta Tube Top
57147,Women,Apparel,Topwear,Tops,White,2012,Casual,Elle Women White Tube Top
57149,Women,Apparel,Topwear,Tops,Grey Melange,2012,Casual,Elle Women Grey Top
57150,Women,Apparel,Topwear,Tops,White,2012,Casual,Elle Women White Top
57155,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Elle Women Pink Top
57161,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Elle Women Pink Essentials Top
57165,Women,Apparel,Topwear,Tops,Magenta,2012,Casual,Elle Women Magenta Clash Top
57166,Women,Apparel,Topwear,Tops,Lavender,2012,Casual,Elle Women Lavender Top
57169,Women,Apparel,Topwear,Tops,Red,2012,Casual,Elle Women Red Folklore Top
57170,Women,Apparel,Topwear,Tops,Black,2012,Casual,Elle Women Black Retro Top
57171,Women,Apparel,Topwear,Tops,Grey,2012,Casual,Elle Women Grey Top
57172,Women,Apparel,Topwear,Tops,Black,2012,Casual,Elle Women Black Top
57173,Women,Apparel,Topwear,Tops,Red,2012,Casual,Elle Women Red Top
57175,Women,Apparel,Topwear,Tops,Teal,2012,Casual,Elle Women Teal Top
57176,Women,Apparel,Topwear,Tops,Cream,2012,Casual,Elle Cream Printed T-shirt
57191,Women,Apparel,Topwear,Tops,White,2012,Casual,Elle Women White Top
57198,Women,Apparel,Topwear,Tops,Multi,2012,Casual,Elle Women Multi Coloured Top
57810,Women,Apparel,Topwear,Tops,Multi,2012,Casual,United Colors of Benetton Women Multicoloured Printed Tube Top
57815,Women,Apparel,Topwear,Tops,Brown,2012,Casual,United Colors of Benetton Women Dark Brown Top
57817,Women,Apparel,Topwear,Tops,Green,2012,Casual,United Colors of Benetton Women Green Top
57818,Women,Apparel,Topwear,Tops,Mustard,2012,Casual,United Colors of Benetton Women Mustard Top
57820,Women,Apparel,Topwear,Tops,Blue,2012,Casual,United Colors of Benetton Women Blue Top
57832,Women,Apparel,Topwear,Tops,Pink,2012,Casual,United Colors of Benetton Women Pink Top
57898,Women,Apparel,Topwear,Tops,Orange,2012,Casual,Femella Women Multi Coloured Top
57982,Women,Apparel,Topwear,Tops,Black,2012,Casual,Latin Quarters Women Black Top
57983,Women,Apparel,Topwear,Tops,Black,2012,Casual,Latin Quarters Women Black & White Top
57985,Women,Apparel,Topwear,Tops,Yellow,2012,Casual,Latin Quarters Women Yellow Top
58004,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Latin Quarters Women Pink & Black Top
58005,Women,Apparel,Topwear,Tops,Black,2012,Casual,Latin Quarters Women Black & White Top
58006,Women,Apparel,Topwear,Tops,Red,2012,Casual,Latin Quarters Women Red Top
58007,Women,Apparel,Topwear,Tops,Mustard,2012,Casual,Latin Quarters Women Chartreuse Yellow Top
58008,Women,Apparel,Topwear,Tops,Green,2012,Casual,Latin Quarters Women Green Top
58009,Women,Apparel,Topwear,Tops,Yellow,2012,Casual,Latin Quarters Women Yellow Top
58010,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Latin Quarters Women Pink Top
58011,Women,Apparel,Topwear,Tops,Blue,2012,Casual,Latin Quarters Women Blue Top
58012,Women,Apparel,Topwear,Tops,Green,2012,Casual,Latin Quarters Women Green Top
58013,Women,Apparel,Topwear,Tops,Blue,2012,Casual,Latin Quarters Women Blue Printed Top
58014,Women,Apparel,Topwear,Tops,Grey,2012,Casual,Latin Quarters Women Dark Grey Top
58015,Women,Apparel,Topwear,Tops,White,2012,Casual,Latin Quarters Women Pink Printed Top
58495,Women,Apparel,Topwear,Tops,White,2012,Casual,Tonga Women Printed White Top
58496,Women,Apparel,Topwear,Tops,Lavender,2012,Casual,Tonga Women Lavender Top
58497,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Tonga Women Pink Top
58498,Women,Apparel,Topwear,Tops,White,2012,Casual,Tonga Women Printed White Top
58500,Women,Apparel,Topwear,Tops,White,2012,Casual,Tonga Women Printed White Top
58512,Women,Apparel,Topwear,Tops,Cream,2012,Casual,Tonga Women Printed Black Top
58513,Women,Apparel,Topwear,Tops,Off White,2012,Casual,Tonga Women Maroon Top
58514,Women,Apparel,Topwear,Tops,Grey,2012,Casual,Tonga Women Grey Top
58515,Women,Apparel,Topwear,Tops,White,2012,Casual,Tonga Women White Top
58516,Women,Apparel,Topwear,Tops,Grey,2012,Casual,Tonga Women Grey Top
58517,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Tonga Women Pink Top
58518,Women,Apparel,Topwear,Tops,Black,2012,Casual,Tonga Women Black & Red Top
58519,Women,Apparel,Topwear,Tops,White,2012,Casual,Tonga Women Grey Top
59399,Women,Apparel,Topwear,Tops,Yellow,2012,Casual,Tokyo Talkies Women Yellow Top
59404,Women,Apparel,Topwear,Tops,Blue,2012,Casual,Tokyo Talkies Women Blue Top
59405,Women,Apparel,Topwear,Tops,Green,2012,Casual,Tokyo Talkies Women Green Top
59796,Women,Apparel,Topwear,Tops,Blue,2012,Casual,United Colors of Benetton Women Multi Coloured Top
59872,Women,Apparel,Topwear,Tops,Grey,2012,Casual,Femella Women Grey Top
59882,Women,Apparel,Topwear,Tops,Black,2012,Casual,Femella Women Black Tube Top
59883,Women,Apparel,Topwear,Tops,Brown,2012,Casual,Femella Women Brown Tube Top
59884,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Femella Women Pink Tube Top
59885,Women,Apparel,Topwear,Tops,Beige,2012,Casual,Femella Women Beige Tube Top
59886,Women,Apparel,Topwear,Tops,Brown,2012,Casual,Femella Women Brown Tube Top
59887,Women,Apparel,Topwear,Tops,Pink,2012,Casual,Femella Women Pink Tube Top
59888,Women,Apparel,Topwear,Tops,Nude,2012,Casual,Femella Women Beige Tube Top
59889,Women,Apparel,Topwear,Tops,White,2012,Casual,Femella Women White Tube Top
59898,Women,Apparel,Topwear,Tops,Black,2012,Casual,Femella Women Black Top
15632,Women,Apparel,Bottomwear,Track Pants,Black,2012,Sports,Nike Women AS Regular DF Cotton Black Track Pants
28450,Women,Apparel,Bottomwear,Track Pants,Grey,2012,Casual,Urban Yoga Women Grey Track Pants
28451,Women,Apparel,Bottomwear,Track Pants,Black,2012,Casual,Urban Yoga Women Black Track Pants
29056,Women,Apparel,Bottomwear,Track Pants,Grey,2012,Sports,ADIDAS Women Grey Track Pants
30616,Women,Apparel,Bottomwear,Track Pants,Black,2012,Sports,Nike Women Black Track Pants
30617,Women,Apparel,Bottomwear,Track Pants,Grey,2012,Sports,Nike Women Grey Track Pants
31222,Women,Apparel,Bottomwear,Track Pants,Black,2012,Casual,Puma Women Essential Workout Black Track Pants
32634,Women,Apparel,Bottomwear,Track Pants,Grey,2012,Sports,Nike Women Legend Slim Poly Grey Track Pants
32635,Women,Apparel,Bottomwear,Track Pants,Black,2012,Sports,Nike Women Legend Slim Poly Black Track Pants
43081,Women,Apparel,Bottomwear,Track Pants,Navy Blue,2012,Casual,Nike Women Navy Blue Track Pant
43082,Women,Apparel,Bottomwear,Track Pants,Grey,2012,Casual,Nike Women Grey Track Pants
43083,Women,Apparel,Bottomwear,Track Pants,Black,2012,Casual,Nike Women Black  Track Pants
46742,Women,Apparel,Bottomwear,Track Pants,Grey,2012,Sports,Nike Women Grey Track Pants
53741,Women,Apparel,Bottomwear,Track Pants,Black,2012,Casual,ADIDAS Women Black Track Pant
53743,Women,Apparel,Bottomwear,Track Pants,Black,2012,Casual,ADIDAS Women Black Track Pant
53748,Women,Apparel,Bottomwear,Track Pants,Grey,2012,Casual,ADIDAS Women Grey Track Pants
53749,Women,Apparel,Bottomwear,Track Pants,Black,2012,Casual,ADIDAS Women Black Track Pant
53750,Women,Apparel,Bottomwear,Track Pants,Grey,2012,Casual,ADIDAS Women Dark Grey Track Pant
53751,Women,Apparel,Bottomwear,Track Pants,Mauve,2012,Casual,ADIDAS Women Mauve Track Pant
26372,Women,Apparel,Bottomwear,Trousers,Grey,2012,Formal,Arrow Woman Check Grey Trousers
27267,Women,Apparel,Bottomwear,Trousers,Navy Blue,2012,Formal,Arrow Women Navy Blue Pinstripe Trousers
27900,Women,Apparel,Bottomwear,Trousers,Beige,2012,Casual,Scullers For Her Women Beige Trousers
27901,Women,Apparel,Bottomwear,Trousers,Tan,2012,Casual,Scullers For Her Women Tan Trousers
27902,Women,Apparel,Bottomwear,Trousers,Black,2012,Casual,Scullers For Her Women Black Trousers
27903,Women,Apparel,Bottomwear,Trousers,Beige,2012,Formal,Scullers For Her Beige Trousers
27904,Women,Apparel,Bottomwear,Trousers,Grey,2012,Formal,Scullers For Her Grey Trousers
27905,Women,Apparel,Bottomwear,Trousers,Black,2012,Casual,Scullers For Her Black Trousers
27906,Women,Apparel,Bottomwear,Trousers,Beige,2012,Casual,Scullers For Her Beige Trousers
27907,Women,Apparel,Bottomwear,Trousers,Olive,2012,Casual,Scullers For Her Olive Trousers
27908,Women,Apparel,Bottomwear,Trousers,Black,2012,Casual,Scullers For Her Black Trousers
27909,Women,Apparel,Bottomwear,Trousers,White,2012,Casual,Scullers For Her Women White Trousers
27910,Women,Apparel,Bottomwear,Trousers,Black,2012,Casual,Scullers For Her Women Black Trousers
27911,Women,Apparel,Bottomwear,Trousers,Black,2012,Formal,Scullers For Her Women Black Trousers
27912,Women,Apparel,Bottomwear,Trousers,Black,2012,Formal,Scullers For Her Women Striped Black Trousers
27913,Women,Apparel,Bottomwear,Trousers,Grey,2012,Formal,Scullers For Her Women Grey Trousers
27914,Women,Apparel,Bottomwear,Trousers,Brown,2012,Formal,Scullers For Her Women Brown Trousers
27915,Women,Apparel,Bottomwear,Trousers,Black,2012,Formal,Scullers For Her Women Striped Black Trousers
27916,Women,Apparel,Bottomwear,Trousers,Grey,2012,Formal,Scullers For Her Grey Trousers
27917,Women,Apparel,Bottomwear,Trousers,Brown,2012,Formal,Scullers For Her Brown Striped Trousers
27918,Women,Apparel,Bottomwear,Trousers,Grey,2012,Formal,Scullers For Her Women Grey Trousers
27919,Women,Apparel,Bottomwear,Trousers,Brown,2012,Formal,Scullers For Her Light Brown Trousers
27920,Women,Apparel,Bottomwear,Trousers,Black,2012,Formal,Scullers For Her Black Trousers
27921,Women,Apparel,Bottomwear,Trousers,Beige,2012,Formal,Scullers For Her Beige Trousers
27922,Women,Apparel,Bottomwear,Trousers,Olive,2012,Casual,Scullers Women Olive Trousers
27923,Women,Apparel,Bottomwear,Trousers,Black,2012,Casual,Scullers Women Black Trousers
27924,Women,Apparel,Bottomwear,Trousers,Beige,2012,Casual,Scullers For Her Beige Trousers
27925,Women,Apparel,Bottomwear,Trousers,Black,2012,Casual,Scullers For Her Black Trousers
